user_id,signup_date,country,plan_type,monthly_fee,days_active_last_30,sessions_last_30,support_tickets_last_30,payments_failed_last_90,avg_session_duration,feature_usage_score,last_login_days_ago,churn
343,2024-09-30,FR,basic,7.02,16,34,3.0,1,49.41,47.82,14,0
344,2025-01-01,BR,basic,12.02,5,14,2.0,0,27.98,7.0,10,0
345,2024-01-28,ES,standard,20.58,7,14,2.0,1,32.73,15.88,14,0
346,2025-08-15,IN,standard,21.51,7,14,0.0,0,26.33,30.16,18,0
347,2023-11-14,FR,standard,20.57,18,23,1.0,1,44.11,45.61,10,0
348,2024-01-01,DE,standard,20.06,2,1,1.0,0,20.83,12.77,15,1
349,2025-10-19,FR,standard,19.58,17,18,0.0,0,,46.55,12,0
350,2025-11-02,US,basic,10.54,22,57,1.0,2,44.61,69.35,7,0
351,2024-12-17,PL,basic,9.52,8,24,2.0,1,29.54,26.19,8,1
352,2026-02-14,PL,basic,11.29,8,5,1.0,0,27.97,17.19,17,0
353,2025-07-09,DE,basic,7.61,17,41,2.0,1,47.35,48.36,16,0
354,2025-03-12,DE,basic,9.18,15,29,0.0,0,37.72,51.14,8,0
355,2023-12-03,NL,standard,23.06,9,13,3.0,1,23.32,29.49,14,0
356,2023-11-13,US,basic,9.05,18,30,0.0,0,40.7,55.78,7,0
357,2025-11-14,BR,standard,19.63,20,29,0.0,0,45.66,58.92,7,0
358,2024-02-09,FR,standard,18.67,7,19,1.0,0,31.22,35.43,12,1
359,2026-01-05,IN,standard,20.49,5,8,1.0,0,,16.97,18,0
360,2024-06-12,US,standard,18.89,12,30,0.0,0,21.83,33.09,8,0
361,2024-03-20,IN,basic,9.71,13,52,1.0,0,29.08,33.56,10,0
362,2024-02-10,DE,basic,11.26,23,48,1.0,1,32.29,73.7,7,0
363,2025-09-12,IN,standard,18.94,5,16,0.0,0,24.22,15.42,17,0
364,2024-02-07,US,standard,21.17,17,24,0.0,1,30.99,51.55,14,0
365,2025-12-15,FR,basic,11.22,13,21,0.0,2,44.82,44.93,11,0
366,2024-12-29,BR,basic,11.57,6,9,1.0,1,37.65,15.58,8,0
367,2025-02-10,US,standard,20.2,22,51,,0,32.48,69.67,12,0
368,2025-06-24,US,standard,24.85,19,49,0.0,0,41.77,72.1,6,0
369,2026-03-06,US,basic,11.57,9,30,0.0,1,31.63,42.44,9,0
370,2024-05-23,DE,basic,10.48,15,37,0.0,1,39.8,,8,0
371,2025-06-07,US,premium,38.68,9,24,1.0,1,29.78,39.79,14,0
372,2024-08-27,ES,basic,9.84,15,39,1.0,0,32.92,39.36,10,0
373,2025-04-03,FR,premium,42.13,6,24,1.0,1,24.29,12.57,15,0
374,2025-05-04,PL,basic,12.55,18,47,2.0,1,35.5,53.11,14,0
375,2024-02-13,ES,standard,22.21,9,12,0.0,0,40.79,34.57,15,0
376,2026-01-02,US,basic,11.17,22,57,1.0,0,37.75,77.61,10,0
377,2024-06-23,IN,basic,8.11,5,4,1.0,0,,8.85,21,0
378,2024-06-14,NL,premium,40.72,15,52,1.0,0,36.22,44.14,12,0
379,2025-04-29,IN,basic,8.13,16,49,0.0,0,42.26,48.6,8,0
380,2025-08-09,FR,premium,37.76,17,34,1.0,0,31.21,46.58,11,0
381,2026-03-21,FR,basic,10.35,16,25,1.0,1,45.72,50.93,7,0
382,2023-12-31,US,premium,40.77,5,12,2.0,0,8.8,24.26,16,0
383,2023-12-22,BR,premium,41.35,13,38,1.0,0,24.56,44.93,14,0
384,2025-08-28,ES,standard,20.74,13,39,0.0,0,,41.38,13,0
385,2026-02-26,ES,basic,10.79,8,16,1.0,0,25.44,31.68,16,0
386,2025-12-09,US,standard,18.51,21,54,0.0,0,34.06,70.78,8,0
387,2026-01-26,IN,standard,19.83,7,12,1.0,1,23.45,36.88,18,0
388,2024-04-01,DE,premium,37.73,6,7,3.0,2,26.27,21.23,15,0
389,2024-02-09,NL,basic,6.98,6,7,2.0,0,27.59,23.5,10,0
390,2025-11-12,US,basic,11.1,8,10,0.0,1,37.81,29.65,13,0
391,2024-06-14,ES,basic,8.86,3,13,1.0,1,22.65,16.44,15,0
392,2025-10-21,PL,standard,21.3,10,16,0.0,0,36.1,,9,0
393,2025-05-10,US,premium,41.65,22,48,0.0,1,32.72,77.96,11,0
394,2024-10-20,US,basic,9.06,20,53,1.0,0,38.8,62.6,14,0
395,2024-07-07,PL,standard,20.88,20,24,0.0,0,52.58,55.43,9,0
396,2024-02-24,US,premium,39.0,13,42,1.0,0,38.91,43.74,10,0
397,2026-02-15,BR,basic,7.22,16,21,0.0,0,45.28,49.98,6,0
398,2025-10-06,NL,basic,10.17,22,56,0.0,1,37.61,69.2,10,0
399,2025-07-24,BR,standard,19.28,6,8,0.0,0,,13.39,16,0
400,2025-06-29,FR,standard,19.33,15,45,1.0,0,30.85,47.55,16,0
401,2023-11-08,FR,basic,12.95,6,15,,1,,23.53,21,0
402,2024-05-18,US,standard,17.7,15,28,2.0,0,48.72,49.85,9,0
403,2025-06-20,ES,standard,20.56,13,26,,2,25.22,35.2,15,1
404,2023-12-01,DE,premium,38.5,15,33,1.0,0,23.0,58.62,11,0
405,2025-01-15,US,premium,41.35,12,25,0.0,1,41.85,16.27,19,0
406,2025-01-14,DE,standard,20.44,19,33,1.0,0,44.12,58.63,9,0
407,2025-03-13,ES,standard,20.56,11,14,1.0,0,26.14,27.61,13,0
408,2025-11-20,US,basic,8.57,3,11,2.0,2,19.82,22.46,18,0
409,2024-01-03,NL,standard,18.84,8,16,1.0,0,12.87,28.09,18,0
410,2026-03-13,IN,basic,11.38,18,20,,0,43.2,58.73,16,0
411,2025-10-25,PL,standard,22.65,10,22,3.0,0,24.53,31.03,14,0
412,2025-09-07,ES,basic,10.71,19,40,0.0,1,34.72,51.74,9,0
413,2025-07-26,NL,standard,18.64,8,16,1.0,0,29.58,38.33,18,0
414,2025-12-01,ES,basic,10.5,20,146,1.0,0,300.81,,7,0
415,2026-03-10,US,basic,13.63,20,156,1.0,0,344.73,61.86,4,0
416,2024-08-13,PL,basic,10.14,8,12,2.0,0,34.08,36.01,20,0
417,2023-12-03,BR,standard,22.18,7,10,0.0,1,28.26,21.72,16,0
418,2025-12-10,BR,standard,18.88,12,18,1.0,1,30.04,33.59,13,0
419,2025-07-11,NL,basic,9.93,22,54,0.0,0,41.64,66.79,6,0
420,2025-01-09,ES,premium,40.92,4,5,1.0,0,,20.45,11,0
421,2024-01-09,IN,premium,40.59,15,41,3.0,0,34.94,48.09,9,0
422,2024-07-29,FR,basic,8.84,4,11,0.0,0,33.18,18.41,9,0
423,2024-05-28,FR,standard,18.78,2,4,1.0,1,22.07,6.89,14,0
424,2024-11-05,FR,basic,11.47,8,22,2.0,0,40.21,23.18,14,0
425,2025-03-28,DE,basic,11.78,11,35,0.0,0,23.63,37.94,12,0
426,2025-10-03,FR,standard,22.26,21,43,0.0,0,38.54,,13,0
427,2024-03-04,US,basic,12.7,9,18,1.0,0,47.9,29.12,11,0
428,2024-04-25,US,premium,40.19,15,42,1.0,0,31.18,48.96,11,0
429,2026-03-04,PL,premium,39.52,21,46,0.0,0,46.23,64.19,6,0
430,2024-07-11,FR,standard,22.02,10,13,2.0,0,32.27,40.22,18,0
431,2026-01-11,ES,standard,21.06,8,9,0.0,0,21.64,9.91,13,0
432,2024-06-21,IN,standard,18.52,8,9,0.0,1,37.27,25.84,14,0
433,2024-04-06,US,premium,38.44,10,31,2.0,0,36.08,35.41,15,0
434,2025-12-01,US,basic,10.73,14,19,2.0,0,27.68,47.21,10,0
435,2025-03-13,US,basic,9.72,6,2,0.0,0,30.02,12.39,15,1
436,2025-12-08,ES,standard,19.95,8,11,1.0,2,23.0,22.56,10,0
437,2024-11-17,US,basic,11.6,11,44,0.0,1,41.91,,9,0
438,2024-01-09,BR,basic,11.13,15,37,4.0,0,47.1,41.75,12,1
439,2026-01-14,ES,basic,11.98,17,32,,1,56.39,52.58,13,0
440,2025-04-14,ES,standard,17.09,14,56,3.0,0,39.68,61.91,9,0
441,2023-11-30,US,basic,10.37,16,38,0.0,0,26.96,56.77,12,0
442,2025-07-07,US,basic,11.03,25,64,1.0,1,43.34,71.41,7,0
443,2025-11-30,US,basic,7.7,5,10,2.0,0,16.24,6.43,20,0
444,2025-01-24,US,basic,9.01,7,15,0.0,0,48.54,29.54,11,1
445,2025-01-07,US,premium,38.73,13,38,1.0,1,46.75,36.36,10,0
446,2024-08-26,BR,basic,10.02,11,38,0.0,0,38.42,37.03,13,0
447,2025-06-26,NL,standard,22.43,8,20,0.0,0,36.36,29.76,14,0
448,2023-12-15,BR,standard,23.02,12,15,1.0,0,24.82,22.39,12,0
449,2024-12-27,IN,basic,8.77,6,24,2.0,1,15.13,18.12,21,0
450,2025-07-19,US,standard,20.78,7,16,2.0,2,12.83,19.56,10,1
451,2023-12-11,PL,standard,20.83,8,12,1.0,1,26.85,22.69,15,0
452,2024-01-11,IN,standard,20.57,13,22,1.0,0,26.01,38.44,6,0
453,2025-01-15,NL,basic,10.59,11,32,2.0,0,36.2,34.49,14,0
454,2026-03-04,ES,basic,10.45,30,62,0.0,0,46.93,,4,0
455,2024-10-22,DE,premium,42.52,11,39,1.0,0,40.5,41.5,10,0
456,2024-11-27,US,standard,21.64,13,26,1.0,0,40.94,37.8,15,0
457,2025-11-17,US,premium,38.4,3,10,2.0,0,10.0,5.49,20,0
458,2024-09-20,FR,premium,41.18,13,38,2.0,1,38.35,45.3,16,0
459,2024-03-24,ES,basic,11.33,25,57,1.0,0,44.58,71.8,11,0
460,2025-12-23,DE,standard,20.46,9,26,,1,34.85,30.94,19,0
461,2024-07-04,PL,basic,11.69,21,46,0.0,2,46.77,63.1,4,0
462,2025-11-23,BR,standard,20.27,15,45,4.0,0,,50.76,11,0
463,2024-06-12,US,basic,10.29,17,29,,2,38.48,53.87,12,0
464,2025-03-26,DE,basic,10.17,16,32,1.0,1,39.69,51.62,12,0
465,2026-03-20,IN,standard,16.96,17,44,1.0,0,48.5,56.74,14,0
466,2023-12-06,IN,standard,19.87,0,0,0.0,1,8.16,8.65,16,1
467,2025-11-01,FR,standard,18.99,4,4,1.0,0,12.88,3.24,19,0
468,2024-10-23,US,basic,8.21,13,36,0.0,0,28.84,,12,0
469,2025-10-19,IN,basic,12.14,18,33,2.0,1,32.75,69.75,11,0
470,2024-01-04,US,premium,40.75,19,63,0.0,0,35.29,62.97,7,0
471,2024-06-21,ES,basic,9.95,12,17,0.0,0,31.43,41.06,15,0
472,2024-04-25,US,basic,9.14,10,34,1.0,0,29.28,36.27,11,0
473,2025-03-15,US,standard,20.43,17,52,1.0,0,32.68,49.6,7,0
474,2025-02-12,FR,basic,11.48,12,35,3.0,1,33.74,21.41,11,1
475,2024-09-20,BR,standard,18.75,28,57,0.0,1,55.15,88.7,9,0
476,2024-05-12,BR,basic,9.98,9,14,1.0,1,27.54,26.45,14,0
477,2024-03-19,FR,standard,21.29,4,18,0.0,1,22.34,12.86,18,0
478,2026-03-10,ES,premium,37.09,11,22,0.0,1,28.44,24.82,6,0
479,2024-08-25,FR,premium,39.9,18,55,0.0,0,41.14,63.34,9,0
480,2025-12-21,FR,standard,19.35,16,57,0.0,1,59.92,51.62,9,0
481,2025-07-18,FR,basic,9.79,22,30,0.0,0,31.34,63.52,5,0
482,2024-04-03,US,standard,19.24,13,29,2.0,0,20.34,31.79,13,0
483,2025-08-20,BR,standard,20.2,21,39,1.0,0,30.27,58.74,8,0
484,2024-05-01,US,standard,22.88,13,30,2.0,2,35.61,44.17,10,0
485,2025-02-16,IN,standard,19.5,15,22,1.0,1,38.02,49.6,10,0
486,2025-09-04,US,standard,20.43,5,17,1.0,0,18.97,12.45,16,0
487,2025-06-08,ES,standard,22.98,15,19,3.0,1,44.94,52.68,10,0
488,2024-12-19,FR,standard,19.16,26,82,,0,51.46,86.48,7,0
489,2024-05-29,NL,basic,12.71,5,13,1.0,0,35.51,32.7,15,0
490,2024-10-14,FR,standard,20.0,3,6,2.0,0,33.39,9.05,11,0
491,2024-01-04,US,standard,22.66,28,76,1.0,0,33.55,81.79,6,0
492,2024-03-01,PL,basic,11.12,16,48,,0,44.1,61.12,12,0
493,2024-06-08,IN,premium,40.45,18,43,1.0,0,28.49,59.84,11,0
494,2024-10-17,PL,standard,19.89,24,44,1.0,1,46.95,79.49,9,0
495,2025-07-16,FR,basic,9.05,25,54,2.0,1,42.13,74.17,4,0
496,2025-04-01,IN,standard,20.1,11,252,0.0,0,215.64,43.24,13,0
497,2025-12-12,NL,standard,21.34,5,21,1.0,0,14.8,17.72,14,0
498,2025-05-04,IN,standard,19.97,21,45,1.0,0,50.7,72.22,6,0
499,2024-01-09,DE,basic,9.52,8,10,1.0,1,17.65,21.32,18,0
500,2025-03-20,IN,premium,39.61,5,17,0.0,0,,23.34,19,0
501,2025-12-17,IN,basic,11.48,24,41,0.0,0,,75.45,10,0
502,2024-09-04,ES,standard,21.83,4,17,3.0,0,26.2,24.69,12,0
503,2023-12-09,DE,basic,8.99,13,29,0.0,1,45.53,42.81,8,0
504,2024-03-01,FR,standard,18.99,24,35,0.0,0,63.5,50.37,6,1
505,2025-07-30,PL,standard,20.56,2,8,1.0,1,9.16,9.24,21,1
506,2025-02-24,BR,standard,22.28,19,46,0.0,0,41.03,66.72,5,0
507,2024-12-19,IN,standard,21.71,3,8,1.0,0,17.95,8.41,16,1
508,2025-08-22,FR,standard,18.11,10,24,2.0,0,47.49,29.98,18,0
509,2025-08-04,US,standard,19.59,4,6,2.0,1,23.44,19.75,13,0
510,2025-09-01,IN,basic,8.59,10,14,0.0,0,40.07,,21,0
511,2023-11-11,US,premium,39.59,7,14,0.0,0,36.33,29.83,16,0
512,2024-06-14,US,standard,22.4,9,24,0.0,1,15.69,15.94,17,0
513,2024-03-24,IN,premium,37.86,12,21,1.0,1,17.6,46.55,8,0
514,2024-04-14,IN,premium,37.56,8,17,1.0,2,20.92,19.07,15,0
515,2023-12-12,NL,premium,38.75,18,51,0.0,0,51.92,50.53,13,0
516,2025-12-24,DE,standard,20.42,1,1,0.0,3,28.06,25.48,19,0
517,2024-02-17,US,standard,20.92,15,27,1.0,1,42.58,40.34,14,0
518,2026-01-27,ES,basic,10.65,3,6,1.0,1,13.37,12.28,18,0
519,2025-02-05,US,standard,21.75,13,39,1.0,0,30.48,44.61,12,1
520,2024-10-24,US,standard,17.35,8,16,,0,31.44,12.22,21,0
521,2025-05-18,DE,standard,21.77,6,15,2.0,0,20.46,,16,0
522,2025-11-18,BR,premium,39.52,21,34,4.0,0,34.93,50.59,7,0
523,2025-10-09,NL,basic,11.09,7,8,2.0,6,18.63,17.04,7,0
524,2024-04-07,PL,basic,8.0,2,3,2.0,0,27.07,6.98,11,0
525,2025-06-21,IN,standard,20.0,0,0,2.0,1,23.31,0.0,23,1
526,2025-06-29,US,basic,10.34,15,36,2.0,1,40.2,49.5,10,0
527,2024-01-12,DE,basic,11.72,19,27,0.0,0,46.9,43.38,11,0
528,2025-11-20,FR,basic,7.61,24,71,0.0,0,41.85,76.02,5,0
529,2024-01-19,US,standard,20.04,19,41,0.0,1,48.29,62.07,12,0
530,2024-01-14,DE,standard,18.36,4,9,0.0,0,23.54,22.63,15,0
531,2024-10-21,DE,basic,10.75,21,45,0.0,0,,75.75,7,0
532,2025-11-01,US,basic,11.16,23,36,0.0,0,27.34,62.91,5,0
533,2025-11-10,BR,basic,11.92,22,60,1.0,0,37.03,69.9,3,0
534,2025-07-21,IN,basic,9.19,10,15,1.0,1,45.74,33.9,13,0
535,2024-11-08,US,standard,21.38,16,47,0.0,1,43.18,51.84,16,0
536,2025-11-12,FR,standard,22.03,17,22,2.0,3,39.0,50.78,6,0
537,2025-02-22,PL,basic,7.53,12,23,1.0,1,20.57,37.02,13,0
538,2025-12-15,IN,standard,20.91,26,39,0.0,0,36.9,63.76,8,0
539,2024-12-10,PL,basic,11.43,5,10,,0,22.55,15.98,11,1
540,2026-03-07,FR,basic,9.6,7,12,1.0,0,24.77,14.24,19,0
541,2024-07-17,PL,premium,38.17,20,61,0.0,0,51.11,49.96,6,0
542,2026-02-05,DE,standard,21.4,11,20,0.0,1,37.37,,13,0
543,2025-10-07,DE,premium,38.19,2,1,1.0,0,28.15,18.32,11,0
544,2025-10-25,US,basic,9.72,12,27,3.0,0,28.73,34.16,10,0
545,2024-04-02,FR,basic,9.93,17,42,1.0,0,45.65,50.66,19,0
546,2026-02-07,FR,basic,11.06,25,73,2.0,0,36.72,84.3,6,0
547,2025-03-17,DE,standard,19.05,14,28,0.0,1,19.89,37.01,12,0
548,2024-10-27,IN,premium,38.96,9,23,0.0,1,,40.11,11,0
549,2025-01-01,DE,basic,10.14,16,24,3.0,0,34.75,40.47,8,0
550,2024-08-10,DE,premium,41.5,16,53,4.0,0,22.99,56.2,7,0
551,2024-04-26,US,premium,43.42,17,31,2.0,0,23.94,54.14,10,0
552,2025-04-17,FR,standard,17.73,1,6,4.0,0,29.54,9.99,17,1
553,2024-04-04,DE,basic,10.46,7,5,3.0,0,26.74,27.96,15,0
554,2025-06-22,DE,standard,18.36,4,16,3.0,1,27.95,16.74,24,0
555,2023-11-20,US,basic,11.52,14,40,2.0,0,30.66,44.62,9,0
556,2025-01-11,PL,standard,18.58,16,57,,1,34.94,55.08,6,0
557,2024-06-23,ES,standard,18.98,12,22,2.0,0,29.07,34.09,11,0
558,2024-02-23,FR,premium,39.11,19,30,1.0,0,45.03,67.57,13,0
559,2024-05-05,IN,standard,19.88,23,69,0.0,0,45.09,75.62,8,0
560,2024-03-15,NL,standard,20.47,3,6,1.0,1,18.37,10.4,19,1
561,2024-12-14,ES,standard,20.72,15,27,0.0,0,33.08,44.22,13,0
562,2026-02-16,IN,standard,19.98,22,36,1.0,0,,66.77,5,0
563,2025-01-21,NL,premium,38.0,22,55,0.0,0,43.24,60.4,12,0
564,2025-10-19,NL,basic,11.08,21,38,0.0,0,35.44,66.64,10,0
565,2024-02-11,PL,premium,39.91,14,40,1.0,0,36.39,42.37,5,0
566,2025-09-01,FR,standard,21.73,22,35,0.0,1,37.95,72.54,9,0
567,2025-09-08,US,premium,38.93,15,28,0.0,0,35.74,58.01,9,0
568,2025-08-21,US,standard,17.59,15,54,1.0,0,46.01,46.41,11,0
569,2024-09-12,FR,standard,19.94,16,43,1.0,0,38.63,55.64,11,0
570,2024-11-14,FR,basic,11.93,10,28,2.0,2,46.27,40.62,20,1
571,2023-12-21,FR,standard,20.23,7,14,0.0,0,28.48,16.83,14,1
572,2025-03-28,BR,basic,9.69,18,38,2.0,2,33.81,37.99,6,0
573,2025-07-23,BR,basic,8.68,11,31,0.0,2,28.78,42.62,20,1
574,2026-02-11,PL,basic,12.63,23,56,2.0,0,42.41,68.62,4,0
575,2026-03-19,US,basic,8.45,22,55,0.0,0,48.22,70.58,11,0
576,2025-05-04,US,basic,8.9,5,9,0.0,1,17.65,18.12,18,0
577,2024-01-10,PL,standard,20.85,5,14,4.0,1,19.49,10.69,14,0
578,2024-12-25,NL,basic,7.21,6,9,1.0,0,19.13,35.64,16,0
579,2024-02-07,ES,standard,21.9,6,15,0.0,1,39.53,25.13,15,0
580,2025-12-27,NL,basic,10.93,20,67,0.0,0,28.2,73.44,10,0
581,2026-01-03,NL,standard,21.34,23,33,0.0,0,43.08,72.12,9,0
582,2024-03-30,DE,standard,20.83,8,16,2.0,1,12.3,28.49,16,0
583,2025-12-23,FR,basic,9.75,12,20,1.0,0,40.99,50.93,7,0
584,2026-02-08,DE,standard,18.4,12,32,1.0,1,26.81,33.7,9,0
585,2025-04-08,IN,premium,39.78,11,19,4.0,1,16.63,33.12,11,0
586,2024-01-11,ES,standard,18.53,11,12,,0,37.42,17.59,10,0
587,2024-08-03,DE,basic,10.72,13,43,1.0,0,13.66,44.67,14,0
588,2025-12-29,BR,standard,21.2,19,47,1.0,0,36.09,55.85,11,0
589,2024-03-27,DE,standard,22.21,17,58,1.0,0,38.27,55.4,14,0
590,2024-03-22,US,basic,10.55,10,19,2.0,0,41.78,43.23,14,0
591,2024-04-28,US,standard,21.38,27,78,2.0,0,35.36,,6,0
592,2024-01-30,US,basic,9.54,25,28,,1,40.21,75.27,10,0
593,2025-08-29,ES,standard,19.27,14,26,0.0,0,50.51,53.73,7,0
594,2023-11-24,FR,basic,10.7,17,27,0.0,0,51.51,65.41,18,0
595,2025-06-19,PL,basic,9.41,12,23,0.0,0,43.16,38.49,9,0
596,2024-04-27,IN,premium,40.39,8,23,2.0,0,50.19,36.67,12,0
597,2024-11-06,US,premium,38.4,21,125,0.0,0,402.94,70.9,12,0
598,2024-05-16,US,premium,38.67,20,29,0.0,0,43.62,61.14,7,0
599,2024-09-25,PL,premium,40.94,7,21,1.0,1,19.1,7.95,8,0
600,2024-09-13,DE,basic,11.32,10,18,6.0,0,10.62,32.59,13,0
601,2024-10-05,NL,basic,8.51,21,56,1.0,0,43.82,73.62,13,0
602,2024-05-17,US,basic,11.0,7,18,1.0,1,14.16,32.52,7,0
603,2024-06-21,IN,standard,19.19,19,38,,2,37.87,63.66,8,0
604,2025-11-28,PL,basic,10.01,18,57,1.0,0,20.69,54.2,13,0
605,2024-04-06,US,premium,42.12,20,48,2.0,0,43.94,70.52,2,0
606,2024-12-14,DE,basic,11.2,12,28,1.0,0,22.81,31.15,16,0
607,2025-06-17,ES,basic,11.18,17,24,1.0,0,23.33,53.15,10,0
608,2025-01-02,DE,basic,12.85,8,30,1.0,2,30.04,17.31,18,1
609,2023-12-05,FR,basic,8.93,18,54,1.0,0,,64.95,8,0
610,2024-03-09,FR,basic,8.51,21,38,2.0,0,35.54,60.95,7,0
611,2024-03-30,DE,standard,18.91,22,36,1.0,0,,62.19,9,0
612,2025-02-16,PL,basic,9.61,3,4,0.0,0,35.35,16.11,22,1
613,2024-05-12,PL,standard,16.46,18,52,0.0,1,40.2,54.77,14,0
614,2025-04-24,DE,premium,39.68,16,39,2.0,0,27.15,,9,0
615,2024-08-06,PL,standard,19.17,6,18,1.0,1,11.99,25.41,17,0
616,2024-09-15,US,standard,21.17,11,40,0.0,2,56.62,47.97,11,0
617,2025-08-20,US,basic,10.52,5,9,2.0,0,43.07,8.67,18,0
618,2025-08-06,BR,basic,9.09,14,44,3.0,1,44.68,47.62,8,0
619,2026-01-31,ES,basic,10.87,5,7,3.0,0,15.0,8.49,21,1
620,2025-11-24,US,premium,41.07,19,24,0.0,1,37.06,54.8,6,0
621,2025-03-13,US,standard,18.84,16,17,1.0,0,35.32,33.18,13,0
622,2025-02-03,BR,basic,9.25,17,44,1.0,0,23.53,44.63,12,0
623,2025-11-02,PL,basic,6.65,14,17,1.0,0,,39.94,11,0
624,2025-03-28,US,standard,18.35,18,37,2.0,1,52.93,67.09,9,0
625,2024-10-16,FR,standard,18.88,1,0,0.0,1,23.06,0.0,26,0
626,2025-09-04,IN,standard,20.1,18,26,,1,28.88,46.34,13,0
627,2025-06-04,DE,premium,38.57,6,17,4.0,0,,16.35,14,0
628,2025-05-10,US,standard,19.22,17,20,,0,30.19,46.96,12,0
629,2025-01-10,US,standard,18.15,10,15,0.0,0,12.96,35.79,14,0
630,2025-05-11,FR,basic,10.25,4,4,1.0,1,13.35,14.23,20,0
631,2024-06-22,FR,basic,10.63,12,40,0.0,0,23.63,28.27,14,0
632,2025-06-14,NL,premium,40.59,5,7,2.0,0,28.87,,17,0
633,2025-03-13,IN,standard,20.01,12,32,0.0,0,39.11,42.45,11,0
634,2025-04-29,IN,basic,7.68,6,16,0.0,0,38.34,27.63,17,0
635,2025-10-17,ES,standard,19.06,21,34,0.0,1,39.35,59.06,9,0
636,2024-08-06,FR,basic,9.38,13,25,0.0,0,28.4,30.26,12,0
637,2025-09-02,FR,standard,19.39,9,27,1.0,0,39.94,35.62,15,0
638,2025-07-10,ES,basic,10.1,21,40,0.0,0,51.16,73.65,8,0
639,2024-05-05,DE,standard,22.13,6,3,4.0,0,21.61,13.19,20,0
640,2023-12-21,IN,standard,21.21,17,53,0.0,0,36.98,53.27,6,0
641,2024-08-19,IN,basic,8.51,5,16,0.0,0,22.28,11.06,23,0
642,2024-01-18,US,basic,11.01,11,19,0.0,0,24.61,25.6,13,0
643,2024-03-12,FR,standard,20.95,23,48,2.0,0,57.88,54.43,9,0
644,2025-01-31,US,basic,8.78,13,22,0.0,1,29.37,40.06,10,0
645,2024-05-24,US,basic,11.26,10,25,2.0,1,35.73,35.66,14,0
646,2025-06-13,FR,standard,19.75,3,5,3.0,0,10.83,14.47,20,0
647,2025-02-18,DE,basic,7.88,16,38,1.0,0,39.44,45.48,13,0
648,2024-12-15,PL,basic,10.67,15,20,3.0,1,31.43,58.33,13,0
649,2023-12-11,NL,basic,10.32,14,35,1.0,2,44.6,45.83,7,0
650,2024-03-17,PL,premium,39.65,5,6,0.0,0,47.94,26.63,17,0
651,2025-01-24,DE,basic,9.93,13,21,1.0,0,36.92,32.22,7,0
652,2024-09-04,DE,basic,8.91,24,52,1.0,0,44.2,60.17,12,0
653,2025-09-30,DE,basic,10.91,3,11,1.0,2,21.17,20.71,17,1
654,2024-04-25,US,basic,9.92,19,50,1.0,0,39.02,55.03,5,0
655,2024-11-29,ES,basic,10.24,19,51,0.0,0,48.18,59.79,8,0
656,2024-12-17,FR,basic,10.53,12,23,1.0,1,31.4,36.01,7,0
657,2024-05-28,US,basic,8.26,11,19,3.0,1,40.37,27.04,18,0
658,2024-09-21,NL,basic,8.65,13,48,2.0,1,24.75,44.57,12,0
659,2026-01-21,FR,premium,36.68,13,38,1.0,0,,48.74,13,0
660,2025-07-18,US,basic,10.84,11,20,0.0,2,31.97,45.78,22,0
661,2025-10-23,US,basic,8.17,15,40,0.0,1,32.4,58.01,14,0
662,2024-06-24,IN,premium,40.19,20,38,0.0,0,42.12,65.38,4,0
663,2026-02-23,PL,premium,40.55,4,9,0.0,0,28.61,17.52,16,0
664,2025-09-30,US,standard,20.89,8,18,1.0,0,10.44,15.9,8,0
665,2024-10-22,NL,basic,8.18,27,40,,0,38.09,63.86,6,0
666,2024-07-29,NL,basic,9.89,15,55,2.0,0,20.0,51.71,12,0
667,2025-01-12,NL,basic,12.5,0,0,3.0,0,13.94,13.88,22,0
668,2024-03-07,US,basic,12.56,15,35,1.0,1,29.51,44.96,11,0
669,2024-01-16,US,basic,11.47,8,23,1.0,0,28.69,25.94,11,0
670,2025-12-01,NL,standard,20.5,6,15,3.0,0,16.17,24.83,17,0
671,2023-12-18,DE,basic,8.48,13,16,2.0,1,25.42,34.99,17,0
672,2024-10-07,IN,standard,21.07,23,72,0.0,2,56.22,74.21,7,0
673,2024-09-18,IN,basic,9.75,4,15,2.0,1,39.85,19.34,23,1
674,2026-01-02,US,basic,10.83,8,24,5.0,1,,28.13,11,0
675,2024-09-30,PL,standard,19.04,10,19,1.0,0,36.8,31.17,18,0
676,2024-07-02,ES,premium,39.73,15,32,0.0,0,38.22,49.64,16,0
677,2024-11-05,IN,basic,10.24,1,1,1.0,1,7.32,2.87,13,0
678,2026-01-11,FR,standard,20.36,15,52,1.0,2,23.81,45.01,11,0
679,2024-12-25,NL,basic,10.73,20,33,1.0,0,15.37,67.79,5,0
680,2024-01-01,BR,basic,9.12,3,11,1.0,0,32.27,18.37,18,1
681,2024-07-04,IN,standard,17.98,17,16,,0,33.11,62.35,13,0
682,2025-11-26,PL,basic,12.43,14,37,2.0,0,34.89,41.27,12,1
683,2023-12-11,IN,basic,13.72,13,12,0.0,0,51.82,45.42,11,0
684,2023-12-12,DE,standard,20.66,5,19,1.0,0,39.19,16.15,11,0
685,2025-10-29,US,basic,8.0,21,38,2.0,0,35.65,61.07,6,0
686,2024-04-28,US,basic,8.83,14,15,1.0,0,28.01,52.21,20,0
687,2025-04-06,BR,basic,10.75,19,26,0.0,0,48.65,63.1,7,0
